celular,data_nascimento,idade,sexo,cidade_residencial,bairro_residencial,cidade_trabalho,nome_campanha,bairro_trabalho,cidade_escola,bairro_escola,categoria_frequentada
(11) 91087-3550,2005-06-01,20,Outro,São Paulo,Vila Prudente,,placeholder_campanha,,,,Barbearias/Salões com estética jovem
(11) 94698-9584,1977-10-03,48,Outro,São Paulo,Ipiranga,São Paulo,placeholder_campanha,Consolação,São Paulo,República,Postos de Combustível e Serviços Automotivos
(11) 98769-7690,1982-04-04,43,Outro,São Paulo,Penha,São Paulo,placeholder_campanha,Casa Verde,São Paulo,Higienópolis,"Papelarias, Livrarias e Lojas de Escritório"
(21) 98949-8320,1971-02-20,54,Feminino,São Paulo,Pinheiros,São Paulo,placeholder_campanha,Sé,,,Lojas de Roupas e Calçados
(11) 99913-8071,1991-08-03,34,Feminino,São Paulo,Ipiranga,,placeholder_campanha,,,,Clínicas de Saúde e Bem-estar
(11) 99626-8123,2008-06-04,17,Outro,São Paulo,Consolação,,placeholder_campanha,,São Paulo,Bela Vista,Lojas de Eletrônicos e Games
(11) 93749-9744,1973-12-27,51,Masculino,São Paulo,Consolação,São Paulo,placeholder_campanha,Consolação,,,Lojas de Móveis e Decoração
(11) 98551-4643,1974-04-03,51,Feminino,São Paulo,Lapa,São Paulo,placeholder_campanha,Bela Vista,São Paulo,República,"Papelarias, Livrarias e Lojas de Escritório"
(11) 95540-2791,1961-09-25,64,Outro,São Paulo,Ipiranga,São Paulo,placeholder_campanha,Casa Verde,,,Farmácias e Drogarias
(31) 98864-5511,1964-11-08,60,Outro,São Paulo,Limão,São Paulo,placeholder_campanha,Santana,,,Produtos Naturais e Fitoterápicos
(11) 91722-4718,1968-05-16,57,Outro,São Paulo,Butantã,São Paulo,placeholder_campanha,Sé,,,Lojas de Roupas e Calçados
(31) 93398-4173,1997-03-11,28,Feminino,São Paulo,Higienópolis,,placeholder_campanha,,São Paulo,Limão,Academias e Studios Fitness
(11) 96951-8805,1980-07-05,45,Masculino,São Paulo,Santo Amaro,,placeholder_campanha,,São Paulo,Tatuapé,Restaurantes e Gastronomia
(11) 91668-8551,1961-09-17,64,Outro,São Paulo,Santana,,placeholder_campanha,,,,Supermercados de Bairro e Mercadinhos
(11) 96036-1634,2003-02-02,22,Masculino,São Paulo,Perdizes,,placeholder_campanha,,,,Barbearias/Salões com estética jovem
(11) 91859-1593,1991-12-12,33,Masculino,Viana,Lapa,,placeholder_campanha,,,,Postos de Combustível e Serviços Automotivos
(11) 96062-4370,1944-03-25,81,Feminino,Sales,Sé,,placeholder_campanha,,São Paulo,Bela Vista,Bancos e Casas Lotéricas
(11) 93411-9067,1957-01-15,68,Outro,São Paulo,Vila Prudente,São Paulo,placeholder_campanha,Bela Vista,São Paulo,Consolação,Clubes e Centros de Convivência
(11) 96738-8891,1999-10-20,26,Masculino,São Paulo,Limão,São Paulo,placeholder_campanha,Casa Verde,,,Cafeterias e Bistrôs Modernos
(11) 95054-6539,1966-06-17,59,Masculino,São Paulo,Itaquera,São Paulo,placeholder_campanha,Consolação,,,Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 94154-8478,1946-05-01,79,Feminino,São Paulo,Tucuruvi,,placeholder_campanha,,,,Supermercados de Bairro e Mercadinhos
(11) 97055-6737,1975-05-14,50,Feminino,São Paulo,Lapa,São Paulo,placeholder_campanha,República,São Paulo,Casa Verde,Farmácias e Drogarias
(11) 98202-7051,1935-12-05,89,Outro,São Paulo,Sé,São Paulo,placeholder_campanha,Ipiranga,São Paulo,Jabaquara,Restaurantes com comida caseira
(11) 98063-9969,1986-05-13,39,Masculino,Pinto,Campo Limpo,,placeholder_campanha,,São Paulo,República,Lojas de Móveis e Decoração
(21) 96931-5708,1953-09-17,72,Outro,São Paulo,Casa Verde,São Paulo,placeholder_campanha,Pinheiros,,,Farmácias e Drogarias
(11) 99645-8050,1947-03-23,78,Masculino,Teixeira da Serra,Jabaquara,São Paulo,placeholder_campanha,Higienópolis,,,Clínicas Médicas e Laboratórios
(11) 92067-5991,2000-08-18,25,Feminino,São Paulo,Santo Amaro,São Paulo,placeholder_campanha,Sé,,,Lojas de Eletrônicos e Games
(11) 99617-8053,1955-02-18,70,Outro,São Paulo,Limão,,placeholder_campanha,,,,Bancos e Casas Lotéricas
(11) 91680-3565,1972-10-26,53,Feminino,São Paulo,Santana,,placeholder_campanha,,,,Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 91957-4627,1976-01-14,49,Outro,São Paulo,Higienópolis,São Paulo,placeholder_campanha,Sé,,,Postos de Combustível e Serviços Automotivos
(31) 94436-6258,1959-11-01,66,Masculino,São Paulo,Consolação,São Paulo,placeholder_campanha,Sé,,,Clubes e Centros de Convivência
(11) 98604-9394,1992-06-03,33,Outro,Moraes,Santo Amaro,,placeholder_campanha,,,,Lojas de Móveis e Decoração
(11) 98475-2724,1988-02-07,37,Outro,São Paulo,Bela Vista,,placeholder_campanha,,São Paulo,Tucuruvi,Lojas de Móveis e Decoração
(11) 98759-3845,1986-09-01,39,Masculino,São Paulo,Vila Prudente,,placeholder_campanha,,São Paulo,Consolação,"Papelarias, Livrarias e Lojas de Escritório"
(11) 91107-8554,1970-01-14,55,Feminino,São Paulo,Santo Amaro,São Paulo,placeholder_campanha,Higienópolis,,,"Papelarias, Livrarias e Lojas de Escritório"
(11) 98723-8301,1964-03-08,61,Feminino,São Paulo,Jabaquara,São Paulo,placeholder_campanha,Santana,,,Farmácias e Drogarias
(11) 93848-2247,1991-03-02,34,Masculino,São Paulo,Pinheiros,São Paulo,placeholder_campanha,Santo Amaro,,,Restaurantes e Gastronomia
(11) 96845-1765,1945-10-01,80,Masculino,São Paulo,Vila Prudente,São Paulo,placeholder_campanha,Tatuapé,,,Bancos e Casas Lotéricas
(11) 92626-7450,2000-08-11,25,Masculino,São Paulo,Jabaquara,,placeholder_campanha,,São Paulo,Limão,Cafeterias e Bistrôs Modernos
(11) 96750-4519,2001-11-28,23,Feminino,São Paulo,Butantã,São Paulo,placeholder_campanha,Casa Verde,,,Lanchonetes e Fast-Food
(11) 97056-6807,1975-03-02,50,Masculino,São Paulo,Bela Vista,São Paulo,placeholder_campanha,Higienópolis,,,Lojas de Móveis e Decoração
(11) 94743-1774,1935-01-13,90,Outro,São Paulo,Casa Verde,,placeholder_campanha,,,,Igrejas e Lojas de Artigos Religiosos
(11) 92522-7801,1940-08-28,85,Feminino,São Paulo,Campo Limpo,,placeholder_campanha,,,,Restaurantes com comida caseira
(11) 94913-9807,2001-11-08,23,Feminino,São Paulo,República,,placeholder_campanha,,São Paulo,Consolação,Lojas de Roupas e Sneakers
(11) 95400-2896,1987-11-16,37,Outro,São Paulo,Lapa,,placeholder_campanha,,,,"Bancos, Agências e Correspondentes"
(11) 91367-5645,1970-12-11,54,Masculino,São Paulo,Limão,,placeholder_campanha,,São Paulo,Tatuapé,Lojas de Roupas e Calçados
(11) 94771-6627,1982-06-01,43,Masculino,São Paulo,Tucuruvi,,placeholder_campanha,,,,Supermercados e Mercados Express
(11) 97402-6138,1947-09-20,78,Outro,São Paulo,Ipiranga,,placeholder_campanha,,,,Clínicas Médicas e Laboratórios
(11) 94689-8963,1943-08-13,82,Outro,São Paulo,Vila Prudente,São Paulo,placeholder_campanha,Sé,,,Fisioterapia e Terapias Complementares
(31) 91516-1928,1943-06-15,82,Feminino,São Paulo,Perdizes,,placeholder_campanha,,,,Igrejas e Lojas de Artigos Religiosos
(11) 93451-5077,1982-02-21,43,Outro,São Paulo,Casa Verde,São Paulo,placeholder_campanha,Consolação,,,Postos de Combustível e Serviços Automotivos
(71) 99423-8247,1997-09-14,28,Masculino,São Paulo,Campo Limpo,São Paulo,placeholder_campanha,Consolação,,,Cinema e Streaming Experience Stores
(11) 97379-7606,1979-01-12,46,Outro,São Paulo,Higienópolis,São Paulo,placeholder_campanha,Campo Limpo,São Paulo,Casa Verde,Clínicas de Saúde e Bem-estar
(11) 93521-9528,1942-12-27,82,Feminino,Pinto do Galho,Casa Verde,São Paulo,placeholder_campanha,Limão,,,Clubes e Centros de Convivência
(11) 93333-5223,1954-12-27,70,Masculino,São Paulo,Limão,São Paulo,placeholder_campanha,República,,,Fisioterapia e Terapias Complementares
(11) 97581-1810,1982-02-26,43,Feminino,da Costa,Perdizes,São Paulo,placeholder_campanha,Tucuruvi,,,"Papelarias, Livrarias e Lojas de Escritório"
(11) 96355-6846,1990-10-13,35,Masculino,São Paulo,Sé,São Paulo,placeholder_campanha,República,São Paulo,Higienópolis,Supermercados e Mercados Express
(11) 99595-6852,1976-01-13,49,Outro,São Paulo,Perdizes,,placeholder_campanha,,,,Restaurantes e Gastronomia
(71) 96401-3925,1973-06-10,52,Feminino,São Paulo,Jabaquara,São Paulo,placeholder_campanha,Bela Vista,,,Farmácias e Drogarias
(11) 94172-9928,2002-04-10,23,Masculino,São Paulo,Ipiranga,,placeholder_campanha,,,,Lojas de Eletrônicos e Games
(11) 91278-6115,1971-08-08,54,Masculino,São Paulo,Penha,,placeholder_campanha,,São Paulo,Perdizes,Postos de Combustível e Serviços Automotivos
(11) 96568-2986,1993-12-31,31,Masculino,São Paulo,Tucuruvi,,placeholder_campanha,,,,"Papelarias, Livrarias e Lojas de Escritório"
(11) 96935-7577,1949-02-20,76,Masculino,São Paulo,Penha,,placeholder_campanha,,,,Calçados Confortáveis e Ortopédicos
(11) 92437-4884,1999-05-23,26,Feminino,Monteiro da Serra,Perdizes,São Paulo,placeholder_campanha,Consolação,,,Coworkings e Centros de Estudo/Conexão
(61) 99748-3931,1939-02-02,86,Masculino,Dias,Vila Prudente,São Paulo,placeholder_campanha,Itaquera,,,Igrejas e Lojas de Artigos Religiosos
(11) 93149-1045,1954-10-14,71,Feminino,São Paulo,Tatuapé,,placeholder_campanha,,,,Bancos e Casas Lotéricas
(71) 98442-8040,1970-02-12,55,Outro,São Paulo,Ipiranga,São Paulo,placeholder_campanha,Bela Vista,,,Supermercados e Mercados Express
(11) 94181-3422,1990-09-13,35,Outro,São Paulo,Vila Prudente,São Paulo,placeholder_campanha,Santana,,,Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 98023-3557,1944-01-26,81,Feminino,São Paulo,Ipiranga,São Paulo,placeholder_campanha,Penha,São Paulo,Sé,Calçados Confortáveis e Ortopédicos
(11) 91009-2410,2007-04-03,18,Outro,Cavalcanti,Pinheiros,,placeholder_campanha,,,,Lanchonetes e Fast-Food
(41) 98299-8401,1994-02-06,31,Outro,da Cruz Verde,Penha,São Paulo,placeholder_campanha,República,,,Lojas de Móveis e Decoração
(11) 99464-6163,1993-03-28,32,Masculino,São Paulo,Casa Verde,,placeholder_campanha,,São Paulo,Sé,"Bancos, Agências e Correspondentes"
(21) 95985-8364,1962-03-03,63,Feminino,São Paulo,Campo Limpo,,placeholder_campanha,,,,Fisioterapia e Terapias Complementares
(11) 99244-4422,1975-01-03,50,Outro,São Paulo,Tatuapé,,placeholder_campanha,,São Paulo,Santana,Farmácias e Drogarias
(11) 95862-1849,1970-10-22,55,Masculino,São Paulo,Itaquera,São Paulo,placeholder_campanha,Sé,São Paulo,Sé,Restaurantes e Gastronomia
(11) 96823-4831,1997-04-19,28,Outro,São Paulo,Casa Verde,São Paulo,placeholder_campanha,Consolação,São Paulo,Santana,Barbearias/Salões com estética jovem
(11) 92337-3142,1941-03-23,84,Feminino,São Paulo,Ipiranga,,placeholder_campanha,,São Paulo,Tucuruvi,Igrejas e Lojas de Artigos Religiosos
(11) 94153-3491,1997-07-19,28,Outro,São Paulo,Tucuruvi,São Paulo,placeholder_campanha,Sé,,,Cinema e Streaming Experience Stores
(11) 96494-7857,1988-10-18,37,Outro,São Paulo,Pinheiros,São Paulo,placeholder_campanha,Bela Vista,,,Restaurantes e Gastronomia
(11) 98573-9997,1991-04-24,34,Feminino,São Paulo,Butantã,São Paulo,placeholder_campanha,Perdizes,São Paulo,Bela Vista,Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 95740-2881,1970-05-20,55,Masculino,São Paulo,Pinheiros,,placeholder_campanha,,,,"Papelarias, Livrarias e Lojas de Escritório"
(61) 94636-8489,1990-01-16,35,Feminino,São Paulo,Limão,São Paulo,placeholder_campanha,Santo Amaro,,,"Papelarias, Livrarias e Lojas de Escritório"
(11) 94702-1027,1954-10-19,71,Masculino,São Paulo,Sé,São Paulo,placeholder_campanha,Limão,São Paulo,Casa Verde,Bancos e Casas Lotéricas
(11) 92423-9618,1980-01-01,45,Outro,São Paulo,Vila Prudente,São Paulo,placeholder_campanha,Casa Verde,,,Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 96426-9507,1981-01-07,44,Feminino,São Paulo,República,São Paulo,placeholder_campanha,Bela Vista,,,Clínicas de Saúde e Bem-estar
(11) 93473-3525,1996-01-16,29,Feminino,São Paulo,Penha,São Paulo,placeholder_campanha,Bela Vista,,,Lanchonetes e Fast-Food
(11) 98702-7998,1995-04-12,30,Masculino,São Paulo,Perdizes,,placeholder_campanha,,São Paulo,Santana,Lojas de Eletrônicos e Games
(11) 92607-3779,1970-07-10,55,Masculino,Pinto Grande,República,São Paulo,placeholder_campanha,Tucuruvi,São Paulo,Vila Prudente,Lojas de Roupas e Calçados
(11) 95188-8684,1939-11-01,86,Feminino,Aragão dos Dourados,Santo Amaro,São Paulo,placeholder_campanha,Higienópolis,,,Farmácias e Drogarias
(11) 94189-3061,1970-08-24,55,Masculino,São Paulo,Casa Verde,São Paulo,placeholder_campanha,Vila Prudente,,,Lojas de Roupas e Calçados
(31) 93496-1814,2008-12-03,16,Feminino,São Paulo,Higienópolis,São Paulo,placeholder_campanha,Vila Prudente,,,Lanchonetes e Fast-Food
(11) 98981-3807,1985-05-31,40,Outro,São Paulo,Butantã,,placeholder_campanha,,,,Clínicas de Saúde e Bem-estar
(11) 95683-6383,1989-06-30,36,Feminino,São Paulo,Ipiranga,,placeholder_campanha,,São Paulo,Itaquera,Restaurantes e Gastronomia
(11) 99634-4283,2001-10-01,24,Feminino,São Paulo,Limão,,placeholder_campanha,,São Paulo,Sé,Lojas de Roupas e Sneakers
(71) 91836-1076,1936-05-25,89,Masculino,São Paulo,Butantã,São Paulo,placeholder_campanha,Ipiranga,,,Restaurantes com comida caseira
(11) 92373-6077,2003-07-13,22,Feminino,São Paulo,Tucuruvi,São Paulo,placeholder_campanha,Itaquera,São Paulo,Consolação,Lojas de Eletrônicos e Games
(71) 97127-4707,1970-11-26,54,Feminino,São Paulo,Casa Verde,,placeholder_campanha,,,,Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 96835-6725,1947-07-18,78,Outro,São Paulo,Penha,São Paulo,placeholder_campanha,República,São Paulo,Limão,Bancos e Casas Lotéricas
(21) 91487-3856,1954-11-23,70,Masculino,São Paulo,Lapa,São Paulo,placeholder_campanha,Limão,São Paulo,Limão,Calçados Confortáveis e Ortopédicos
(11) 91588-5720,1944-12-06,80,Feminino,São Paulo,Vila Prudente,,placeholder_campanha,,São Paulo,Itaquera,Restaurantes com comida caseira
(11) 96486-8764,1959-04-23,66,Outro,São Paulo,Ipiranga,São Paulo,placeholder_campanha,Santana,,,Clínicas Médicas e Laboratórios
(11) 93134-9549,1972-06-19,53,Masculino,São Paulo,Casa Verde,São Paulo,placeholder_campanha,Bela Vista,São Paulo,Sé,Restaurantes e Gastronomia
(11) 93467-8247,1990-06-06,35,Outro,São Paulo,Casa Verde,,placeholder_campanha,,,,Postos de Combustível e Serviços Automotivos
(11) 96856-6372,1988-10-06,37,Feminino,São Paulo,Pinheiros,,placeholder_campanha,,,,"Bancos, Agências e Correspondentes"
(11) 99686-6355,1980-04-19,45,Outro,São Paulo,Penha,São Paulo,placeholder_campanha,Sé,,,"Papelarias, Livrarias e Lojas de Escritório"
(11) 91536-1731,1965-12-24,59,Feminino,São Paulo,Jabaquara,,placeholder_campanha,,,,Supermercados e Mercados Express
(21) 99320-6938,1951-04-02,74,Masculino,São Paulo,Lapa,São Paulo,placeholder_campanha,Higienópolis,,,Restaurantes com comida caseira
(11) 97177-4018,2003-09-04,22,Feminino,São Paulo,Limão,São Paulo,placeholder_campanha,Higienópolis,,,Lojas de Roupas e Sneakers
(41) 95788-6812,1973-04-06,52,Outro,São Paulo,Santana,São Paulo,placeholder_campanha,Tucuruvi,São Paulo,Tucuruvi,Restaurantes e Gastronomia
(11) 95029-5978,2001-01-21,24,Masculino,São Paulo,Pinheiros,São Paulo,placeholder_campanha,Casa Verde,,,Barbearias/Salões com estética jovem
(61) 96129-6319,2004-08-21,21,Masculino,São Paulo,Vila Prudente,São Paulo,placeholder_campanha,Sé,,,Cafeterias e Bistrôs Modernos
(11) 97663-2361,2002-11-15,22,Feminino,São Paulo,Lapa,,placeholder_campanha,,,,Lanchonetes e Fast-Food
(11) 94287-6270,1945-09-10,80,Feminino,São Paulo,Ipiranga,São Paulo,placeholder_campanha,Consolação,,,Supermercados de Bairro e Mercadinhos
(11) 94287-1278,1951-03-17,74,Feminino,São Paulo,República,,placeholder_campanha,,São Paulo,Tatuapé,Clínicas Médicas e Laboratórios
(11) 96826-6965,1993-11-27,31,Masculino,São Paulo,Campo Limpo,,placeholder_campanha,,,,Restaurantes e Gastronomia
(11) 98034-7783,1983-01-08,42,Outro,Barbosa de Pires,República,São Paulo,placeholder_campanha,Butantã,São Paulo,Higienópolis,Postos de Combustível e Serviços Automotivos
(11) 97219-5598,1983-10-14,42,Outro,São Paulo,Consolação,São Paulo,placeholder_campanha,Santana,,,Lojas de Móveis e Decoração
(11) 95381-4872,1936-01-25,89,Feminino,São Paulo,Penha,,placeholder_campanha,,,,Calçados Confortáveis e Ortopédicos
(11) 93734-4940,1976-09-15,49,Masculino,São Paulo,Campo Limpo,,placeholder_campanha,,São Paulo,Consolação,Lojas de Roupas e Calçados
(11) 91012-9944,1955-12-07,69,Outro,São Paulo,Perdizes,São Paulo,placeholder_campanha,Consolação,,,Calçados Confortáveis e Ortopédicos
(11) 99951-2286,1949-11-21,75,Masculino,São Paulo,Vila Prudente,São Paulo,placeholder_campanha,Bela Vista,,,Igrejas e Lojas de Artigos Religiosos
(11) 94013-1445,1957-02-22,68,Outro,São Paulo,Vila Prudente,São Paulo,placeholder_campanha,Penha,,,Clubes e Centros de Convivência
(71) 93499-2203,1955-03-03,70,Masculino,São Paulo,Butantã,São Paulo,placeholder_campanha,Consolação,,,Fisioterapia e Terapias Complementares
(11) 99986-9909,1974-05-29,51,Outro,São Paulo,Penha,,placeholder_campanha,,São Paulo,Butantã,Lojas de Roupas e Calçados
(11) 95857-2838,1977-09-24,48,Outro,São Paulo,Lapa,São Paulo,placeholder_campanha,República,,,Farmácias e Drogarias
(11) 99793-8357,1995-03-03,30,Outro,São Paulo,Itaquera,São Paulo,placeholder_campanha,Ipiranga,São Paulo,Tucuruvi,Lojas de Eletrônicos e Games
(11) 92832-1526,1963-04-05,62,Masculino,São Paulo,Consolação,São Paulo,placeholder_campanha,Casa Verde,,,Clínicas Médicas e Laboratórios
(11) 92801-1928,1970-09-04,55,Outro,Viana,República,São Paulo,placeholder_campanha,Santana,,,Clínicas de Saúde e Bem-estar
(11) 98203-1796,1986-01-23,39,Outro,São Paulo,Ipiranga,,placeholder_campanha,,,,Farmácias e Drogarias
(11) 93102-3932,1948-05-04,77,Outro,São Paulo,Higienópolis,São Paulo,placeholder_campanha,Higienópolis,São Paulo,Sé,Supermercados de Bairro e Mercadinhos
(11) 91399-8559,2004-04-05,21,Masculino,São Paulo,República,,placeholder_campanha,,,,Coworkings e Centros de Estudo/Conexão
(11) 98638-7501,1940-12-06,84,Masculino,São Paulo,Jabaquara,,placeholder_campanha,,,,Calçados Confortáveis e Ortopédicos
(61) 97551-4610,1954-08-07,71,Outro,São Paulo,Casa Verde,,placeholder_campanha,,,,Bancos e Casas Lotéricas
(11) 96479-5159,1965-06-01,60,Feminino,São Paulo,Limão,São Paulo,placeholder_campanha,Bela Vista,,,Fisioterapia e Terapias Complementares
(11) 96521-7811,1979-11-22,45,Outro,São Paulo,Perdizes,São Paulo,placeholder_campanha,Bela Vista,,,Clínicas de Saúde e Bem-estar
(11) 94166-6177,1951-12-28,73,Masculino,São Paulo,Casa Verde,São Paulo,placeholder_campanha,Tucuruvi,,,Farmácias e Drogarias
(11) 97788-8981,1970-01-30,55,Outro,São Paulo,Ipiranga,,placeholder_campanha,,,,Lojas de Móveis e Decoração
(11) 93177-9096,1962-07-14,63,Feminino,São Paulo,Pinheiros,,placeholder_campanha,,,,Restaurantes com comida caseira
(11) 93089-4229,1954-01-14,71,Feminino,São Paulo,Vila Prudente,,placeholder_campanha,,São Paulo,Higienópolis,Clubes e Centros de Convivência
(11) 92344-9531,1994-07-04,31,Outro,São Paulo,Penha,São Paulo,placeholder_campanha,Bela Vista,São Paulo,República,"Bancos, Agências e Correspondentes"
(11) 93344-7858,2007-09-13,18,Feminino,São Paulo,Sé,São Paulo,placeholder_campanha,Higienópolis,,,Lojas de Moda Urbana e Alternativa
(11) 97616-5333,1982-03-15,43,Masculino,São Paulo,Bela Vista,São Paulo,placeholder_campanha,Perdizes,,,Postos de Combustível e Serviços Automotivos
(11) 98226-3593,1999-05-19,26,Outro,São Paulo,Butantã,,placeholder_campanha,,,,Lojas de Moda Urbana e Alternativa
(11) 91348-2628,1952-11-02,73,Masculino,São Paulo,Penha,São Paulo,placeholder_campanha,Higienópolis,São Paulo,Sé,Bancos e Casas Lotéricas
(11) 93038-7627,1982-03-14,43,Feminino,São Paulo,Butantã,São Paulo,placeholder_campanha,Consolação,,,Restaurantes e Gastronomia
